pokedex_number,japanese_name,name,classfication,abilities,type1,type2,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,base_egg_steps,base_happiness,capture_rate,experience_growth,base_total,hp,attack,defense,sp_attack,sp_defense,speed,percentage_male,height_m,weight_kg,generation,is_legendary
298,Ruririルリリ,Azurill,Polka Dot Pokémon,"['Thick Fat', 'Huge Power', 'Sap Sipper']",normal,fairy,0.5,0.5,0,1,1,1,1,1,0,1,1,1,1,2,1,1,2,1,2560,70,150,800000,190,50,20,40,20,40,20,24.6,0.2,2,3,0
299,Nosepassノズパス,Nosepass,Compass Pokémon,"['Sturdy', 'Magnet Pull', 'Sand Force']",rock,,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,5120,70,255,1000000,375,30,45,135,45,90,30,50,1,97,3,0
300,Enecoエネコ,Skitty,Kitten Pokémon,"['Cute Charm', 'Normalize', 'Wonder Skin ']",normal,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,3840,70,255,800000,260,50,45,45,35,35,50,24.6,0.6,11,3,0
301,Enekororoエネコロロ,Delcatty,Prim Pokémon,"['Cute Charm', 'Normalize', 'Wonder Skin ']",normal,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,3840,70,60,800000,400,70,65,65,55,55,90,24.6,1.1,32.6,3,0
302,Yamiramiヤミラミ,Sableye,Darkness Pokémon,"['Keen Eye', 'Stall', 'Prankster']",dark,ghost,1,1,1,1,2,0,1,1,1,1,1,1,0,0.5,0,1,1,1,6400,35,45,1059860,480,50,85,125,85,115,20,50,0.5,11,3,0
303,Kucheatクチート,Mawile,Deceiver Pokémon,"['Hyper Cutter', 'Intimidate', 'Sheer Force']",steel,fairy,0.25,0.5,0,1,0.5,1,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,1,1,5120,70,45,800000,480,50,105,125,55,95,50,50,0.6,11.5,3,0
304,Cokodoraココドラ,Aron,Iron Armor Pokémon,"['Sturdy', 'Rock Head', 'Heavy Metal']",steel,rock,0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2,8960,35,180,1250000,330,50,70,100,40,40,30,50,0.4,60,3,0
305,Kodoraコドラ,Lairon,Iron Armor Pokémon,"['Sturdy', 'Rock Head', 'Heavy Metal']",steel,rock,0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2,8960,35,90,1250000,430,60,90,140,50,50,40,50,0.9,120,3,0
306,Bossgodoraボスゴドラ,Aggron,Iron Armor Pokémon,"['Sturdy', 'Rock Head', 'Heavy Metal']",steel,rock,0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2,8960,35,45,1250000,630,70,140,230,60,80,50,50,2.1,360,3,0
307,Asananアサナン,Meditite,Meditate Pokémon,"['Pure Power', 'Telepathy']",fighting,psychic,1,1,1,1,2,0.5,1,2,2,1,1,1,1,1,1,0.5,1,1,5120,70,180,1000000,280,30,40,55,40,55,60,50,0.6,11.2,3,0
308,Charemチャーレム,Medicham,Meditate Pokémon,"['Pure Power', 'Telepathy']",fighting,psychic,1,1,1,1,2,0.5,1,2,2,1,1,1,1,1,1,0.5,1,1,5120,70,90,1000000,510,60,100,85,80,85,100,50,1.3,31.5,3,0
309,Rakuraiラクライ,Electrike,Lightning Pokémon,"['Static', 'Lightningrod', 'Minus']",electric,,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,5120,70,120,1250000,295,40,45,40,65,40,65,50,0.6,15.2,3,0
310,Livoltライボルト,Manectric,Discharge Pokémon,"['Static', 'Lightningrod', 'Minus']",electric,,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,5120,70,45,1250000,575,70,75,80,135,80,135,50,1.5,40.2,3,0
311,Prasleプラスル,Plusle,Cheering Pokémon,"['Plus', 'Lightningrod']",electric,,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,5120,70,200,1000000,405,60,50,40,85,75,95,50,0.4,4.2,3,0
312,Minunマイナン,Minun,Cheering Pokémon,"['Minus', 'Volt Absorb']",electric,,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,5120,70,200,1000000,405,60,40,50,75,85,95,50,0.4,4.2,3,0
313,Barubeatバルビート,Volbeat,Firefly Pokémon,"['Illuminate', 'Swarm', 'Prankster']",bug,,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,3840,70,150,600000,430,65,73,75,47,85,85,100,0.7,17.7,3,0
314,Illumiseイルミーゼ,Illumise,Firefly Pokémon,"['Oblivious', 'Tinted Lens', 'Prankster']",bug,,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,3840,70,150,1640000,430,65,47,75,73,85,85,0,0.6,17.7,3,0
315,Roseliaロゼリア,Roselia,Thorn Pokémon,"['Natural Cure', 'Poison Point', 'Leaf Guard']",grass,poison,1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5,5120,70,150,1059860,400,50,60,45,100,80,65,50,0.3,2,3,0
316,Gokulinゴクリン,Gulpin,Stomach Pokémon,"['Liquid Ooze', 'Sticky Hold', 'Gluttony']",poison,,0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,5120,70,225,1640000,302,70,43,53,43,53,40,50,0.4,10.3,3,0
317,Marunoomマルノーム,Swalot,Poison Bag Pokémon,"['Liquid Ooze', 'Sticky Hold', 'Gluttony']",poison,,0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,5120,70,75,1640000,467,100,73,83,73,83,55,50,1.7,80,3,0
318,Kibanhaキバニア,Carvanha,Savage Pokémon,"['Rough Skin', 'Speed Boost']",water,dark,2,0.5,1,2,2,2,0.5,1,0.5,2,1,0.5,1,1,0,1,0.5,0.5,5120,35,225,1250000,305,45,90,20,65,20,65,50,0.8,20.8,3,0
319,Samehaderサメハダー,Sharpedo,Brutal Pokémon,"['Rough Skin', 'Speed Boost']",water,dark,2,0.5,1,2,2,2,0.5,1,0.5,2,1,0.5,1,1,0,1,0.5,0.5,5120,35,60,1250000,560,70,140,70,110,65,105,50,1.8,88.8,3,0
320,Hoerukoホエルコ,Wailmer,Ball Whale Pokémon,"['Water Veil', 'Oblivious', 'Pressure']",water,,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,10240,70,125,1640000,400,130,70,35,70,35,60,50,2,130,3,0
321,Whalohホエルオー,Wailord,Float Whale Pokémon,"['Water Veil', 'Oblivious', 'Pressure']",water,,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,10240,70,60,1640000,500,170,90,45,90,45,60,50,14.5,398,3,0
322,Donmelドンメル,Numel,Numb Pokémon,"['Oblivious', 'Simple', 'Own Tempo']",fire,ground,0.5,1,1,0,0.5,1,0.5,1,1,1,2,1,1,0.5,1,1,0.5,4,5120,70,255,1000000,305,60,60,40,65,45,35,50,0.7,24,3,0
323,Bakuudaバクーダ,Camerupt,Eruption Pokémon,"['Magma Armor', 'Solid Rock', 'Anger Point']",fire,ground,0.5,1,1,0,0.5,1,0.5,1,1,1,2,1,1,0.5,1,1,0.5,4,5120,70,150,1000000,560,70,120,100,145,105,20,50,1.9,220,3,0
324,Cotoiseコータス,Torkoal,Coal Pokémon,"['White Smoke', 'Drought', 'Shell Armor']",fire,,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,5120,70,90,1000000,470,70,85,140,85,70,20,50,0.5,80.4,3,0
325,Banebooバネブー,Spoink,Bounce Pokémon,"['Thick Fat', 'Own Tempo', 'Gluttony']",psychic,,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,5120,70,255,800000,330,60,25,35,70,80,60,50,0.7,30.6,3,0
326,Boopigブーピッグ,Grumpig,Manipulate Pokémon,"['Thick Fat', 'Own Tempo', 'Gluttony']",psychic,,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,5120,70,60,800000,470,80,45,65,90,110,80,50,0.9,71.5,3,0
327,Patcheelパッチール,Spinda,Spot Panda Pokémon,"['Own Tempo', 'Tangled Feet', 'Contrary']",normal,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,3840,70,255,800000,360,60,60,60,60,60,60,50,1.1,5,3,0
328,Nuckrarナックラー,Trapinch,Ant Pit Pokémon,"['Hyper Cutter', 'Arena Trap', 'Sheer Force']",ground,,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,5120,70,255,1059860,290,45,100,45,45,45,10,50,0.7,15,3,0
329,Vibravaビブラーバ,Vibrava,Vibration Pokémon,['Levitate'],ground,dragon,1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1,5120,70,120,1059860,340,50,70,50,50,50,70,50,1.1,15.3,3,0
330,Flygonフライゴン,Flygon,Mystic Pokémon,['Levitate'],ground,dragon,1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1,5120,70,45,1059860,520,80,100,80,80,80,100,50,2,82,3,0
331,Saboneaサボネア,Cacnea,Cactus Pokémon,"['Sand Veil', 'Water Absorb']",grass,,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,5120,35,190,1059860,335,50,85,40,85,40,35,50,0.4,51.3,3,0
332,Noctusノクタス,Cacturne,Scarecrow Pokémon,"['Sand Veil', 'Water Absorb']",grass,dark,4,0.5,1,0.5,2,2,2,2,0.5,0.5,0.5,2,1,2,0,1,1,0.5,5120,35,60,1059860,475,70,115,60,115,60,55,50,1.3,77.4,3,0
333,Tylttoチルット,Swablu,Cotton Bird Pokémon,"['Natural Cure', 'Cloud Nine']",normal,flying,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,5120,70,255,600000,310,45,40,60,40,75,50,50,0.4,1.2,3,0
334,Tyltalisチルタリス,Altaria,Humming Pokémon,"['Natural Cure', 'Cloud Nine']",dragon,flying,0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5,5120,70,45,600000,590,75,110,110,110,105,80,50,1.1,20.6,3,0
335,Zangooseザングース,Zangoose,Cat Ferret Pokémon,"['Immunity', 'Toxic Boost']",normal,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,5120,70,90,600000,458,73,115,60,60,60,90,50,1.3,40.3,3,0
336,Habunakeハブネーク,Seviper,Fang Snake Pokémon,"['Shed Skin', 'Infiltrator']",poison,,0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,5120,70,90,1640000,458,73,100,60,100,60,65,50,2.7,52.5,3,0
337,Lunatoneルナトーン,Lunatone,Meteorite Pokémon,['Levitate'],rock,psychic,2,2,1,1,1,1,0.5,0.5,2,2,2,1,0.5,0.5,0.5,1,2,2,6400,70,45,800000,460,90,55,65,95,85,70,,1,168,3,0
338,Solrockソルロック,Solrock,Meteorite Pokémon,['Levitate'],rock,psychic,2,2,1,1,1,1,0.5,0.5,2,2,2,1,0.5,0.5,0.5,1,2,2,6400,70,45,800000,460,90,95,85,55,65,70,,1.2,154,3,0
339,Dojoachドジョッチ,Barboach,Whiskers Pokémon,"['Oblivious', 'Anticipation', 'Hydration']",water,ground,1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,5120,70,190,1000000,288,50,48,43,46,41,60,50,0.4,1.9,3,0
340,Namazunナマズン,Whiscash,Whiskers Pokémon,"['Oblivious', 'Anticipation', 'Hydration']",water,ground,1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,5120,70,75,1000000,468,110,78,73,76,71,60,50,0.9,23.6,3,0
341,Heiganiヘイガニ,Corphish,Ruffian Pokémon,"['Hyper Cutter', 'Shell Armor', 'Adaptability']",water,,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,3840,70,205,1640000,308,43,80,65,50,35,35,50,0.6,11.5,3,0
342,Shizarigerシザリガー,Crawdaunt,Rogue Pokémon,"['Hyper Cutter', 'Shell Armor', 'Adaptability']",water,dark,2,0.5,1,2,2,2,0.5,1,0.5,2,1,0.5,1,1,0,1,0.5,0.5,3840,70,155,1640000,468,63,120,85,90,55,55,50,1.1,32.8,3,0
343,Yajilonヤジロン,Baltoy,Clay Doll Pokémon,['Levitate'],ground,psychic,2,2,1,0,1,0.5,1,1,2,2,1,2,1,0.5,0.5,0.5,1,2,5120,70,255,1000000,300,40,40,55,40,70,55,,0.5,21.5,3,0
344,Nendollネンドール,Claydol,Clay Doll Pokémon,['Levitate'],ground,psychic,2,2,1,0,1,0.5,1,1,2,2,1,2,1,0.5,0.5,0.5,1,2,5120,70,90,1000000,500,60,70,105,70,120,75,,1.5,108,3,0
345,Lilylaリリーラ,Lileep,Sea Lily Pokémon,"['Suction Cups', 'Storm Drain']",rock,grass,2,1,1,0.5,1,2,1,1,1,1,1,2,0.5,1,1,1,2,1,7680,70,45,600000,355,66,41,77,61,87,23,88.1,1,23.8,3,0
346,Yuradleユレイドル,Cradily,Barnacle Pokémon,"['Suction Cups', 'Storm Drain']",rock,grass,2,1,1,0.5,1,2,1,1,1,1,1,2,0.5,1,1,1,2,1,7680,70,45,600000,495,86,81,97,81,107,43,88.1,1.5,60.4,3,0
347,Anopthアノプス,Anorith,Old Shrimp Pokémon,"['Battle Armor', 'Swift Swim']",rock,bug,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,1,2,2,2,7680,70,45,600000,355,45,95,50,40,50,75,88.1,0.7,12.5,3,0
348,Armaldoアーマルド,Armaldo,Plate Pokémon,"['Battle Armor', 'Swift Swim']",rock,bug,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,1,2,2,2,7680,70,45,600000,495,75,125,100,70,80,45,88.1,1.5,68.2,3,0
349,Hinbassヒンバス,Feebas,Fish Pokémon,"['Swift Swim', 'Oblivious', 'Adaptability']",water,,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,5120,70,255,600000,200,20,15,20,10,55,80,50,0.6,7.4,3,0
350,Milokarossミロカロス,Milotic,Tender Pokémon,"['Marvel Scale', 'Competitive', 'Cute Charm']",water,,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,5120,70,60,600000,540,95,60,79,100,125,81,50,6.2,162,3,0
351,Powalenポワルン,Castform,Weather Pokémon,['Forecast'],normal,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,6400,70,45,1000000,420,70,70,70,70,70,70,50,0.3,0.8,3,0
352,Kakureonカクレオン,Kecleon,Color Swap Pokémon,"['Color Change', 'Protean']",normal,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,5120,70,200,1059860,440,60,90,70,60,120,40,50,1,22,3,0
353,Kagebouzuカゲボウズ,Shuppet,Puppet Pokémon,"['Insomnia', 'Frisk', 'Cursed Body']",ghost,,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,6400,35,225,800000,295,44,75,35,63,33,45,50,0.6,2.3,3,0
354,Juppetaジュペッタ,Banette,Marionette Pokémon,"['Insomnia', 'Frisk', 'Cursed Body']",ghost,,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,6400,35,45,800000,555,64,165,75,93,83,75,50,1.1,12.5,3,0
355,Yomawaruヨマワル,Duskull,Requiem Pokémon,"['Levitate', 'Frisk']",ghost,,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,6400,35,190,800000,295,20,40,90,30,90,25,50,0.8,15,3,0
356,Samayouruサマヨール,Dusclops,Beckon Pokémon,"['Pressure', 'Frisk']",ghost,,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,6400,35,90,800000,455,40,70,130,60,130,25,50,1.6,30.6,3,0
357,Tropiusトロピウス,Tropius,Fruit Pokémon,"['Chlorophyll', 'Solar Power', 'Harvest']",grass,flying,1,1,1,1,1,0.5,2,2,1,0.25,0,4,1,2,1,2,1,0.5,6400,70,200,1250000,460,99,68,83,72,87,51,50,2,100,3,0
358,Chireanチリーン,Chimecho,Wind Chime Pokémon,['Levitate'],psychic,,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,6400,70,45,800000,455,75,50,80,95,90,65,50,0.6,1,3,0
359,Absolアブソル,Absol,Disaster Pokémon,"['Pressure', 'Super Luck', 'Justified']",dark,,2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,6400,35,30,1059860,565,65,150,60,115,60,115,50,1.2,47,3,0
360,Sohnanoソーナノ,Wynaut,Bright Pokémon,"['Shadow Tag', 'Telepathy']",psychic,,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,5120,70,125,1000000,260,95,23,48,23,48,23,50,0.6,14,3,0
361,Yukiwarashiユキワラシ,Snorunt,Snow Hat Pokémon,"['Inner Focus', 'Ice Body', 'Moody']",ice,,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,5120,70,190,1000000,300,50,50,50,50,50,50,50,0.7,16.8,3,0
362,Onigohriオニゴーリ,Glalie,Face Pokémon,"['Inner Focus', 'Ice Body', 'Moody']",ice,,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,5120,70,75,1000000,580,80,120,80,120,80,100,50,1.5,256.5,3,0
363,Tamazarashiタマザラシ,Spheal,Clap Pokémon,"['Thick Fat', 'Ice Body', 'Oblivious']",ice,water,1,1,1,2,1,2,1,1,1,2,1,0.25,1,1,1,2,1,0.5,5120,70,255,1059860,290,70,40,50,55,50,25,50,0.8,39.5,3,0
364,Todogglerトドグラー,Sealeo,Ball Roll Pokémon,"['Thick Fat', 'Ice Body', 'Oblivious']",ice,water,1,1,1,2,1,2,1,1,1,2,1,0.25,1,1,1,2,1,0.5,5120,70,120,1059860,410,90,60,70,75,70,45,50,1.1,87.6,3,0
365,Todoserugaトドゼルガ,Walrein,Ice Break Pokémon,"['Thick Fat', 'Ice Body', 'Oblivious']",ice,water,1,1,1,2,1,2,1,1,1,2,1,0.25,1,1,1,2,1,0.5,5120,70,45,1059860,530,110,80,90,95,90,65,50,1.4,150.6,3,0
366,Pearluluパールル,Clamperl,Bivalve Pokémon,"['Shell Armor', 'Rattled']",water,,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,5120,70,255,600000,345,35,64,85,74,55,32,50,0.4,52.5,3,0
367,Huntailハンテール,Huntail,Deep Sea Pokémon,"['Swift Swim', 'Water Veil']",water,,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,5120,70,60,600000,485,55,104,105,94,75,52,50,1.7,27,3,0
368,Sakurabyssサクラビス,Gorebyss,South Sea Pokémon,"['Swift Swim', 'Hydration']",water,,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,5120,70,60,600000,485,55,84,105,114,75,52,50,1.8,22.6,3,0
369,Glanthジーランス,Relicanth,Longevity Pokémon,"['Swift Swim', 'Rock Head', 'Sturdy']",water,rock,1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1,10240,70,25,1250000,485,100,90,130,45,65,55,88.1,1,23.4,3,0
370,Lovecusラブカス,Luvdisc,Rendezvous Pokémon,"['Swift Swim', 'Hydration']",water,,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,5120,70,225,800000,330,43,30,55,40,65,97,24.6,0.6,8.7,3,0
371,Tatsubayタツベイ,Bagon,Rock Head Pokémon,"['Rock Head', 'Sheer Force']",dragon,,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,10240,35,45,1250000,300,45,75,60,40,30,50,50,0.6,42.1,3,0
372,Komoruuコモルー,Shelgon,Endurance Pokémon,"['Rock Head', 'Overcoat']",dragon,,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,10240,35,45,1250000,420,65,95,100,60,50,50,50,1.1,110.5,3,0
373,Bohmanderボーマンダ,Salamence,Dragon Pokémon,"['Intimidate', 'Moxie']",dragon,flying,0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5,10240,35,45,1250000,700,95,145,130,120,90,120,50,1.5,102.6,3,0
374,Dumbberダンバル,Beldum,Iron Ball Pokémon,"['Clear Body', 'Light Metal']",steel,psychic,1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,10240,35,3,1250000,300,40,55,80,35,60,30,,0.6,95.2,3,0
375,Metangメタング,Metang,Iron Claw Pokémon,"['Clear Body', 'Light Metal']",steel,psychic,1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,10240,35,3,1250000,420,60,75,100,55,80,50,,1.2,202.5,3,0
376,Metagrossメタグロス,Metagross,Iron Leg Pokémon,"['Clear Body', 'Light Metal']",steel,psychic,1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,10240,35,3,1250000,700,80,145,150,105,110,110,,1.6,550,3,0
377,Regirockレジロック,Regirock,Rock Peak Pokémon,"['Clear Body', 'Sturdy']",rock,,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,20480,35,3,1250000,580,80,100,200,50,100,50,,1.7,230,3,1
378,Regiceレジアイス,Regice,Iceberg Pokémon,"['Clear Body', 'Ice Body']",ice,,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,20480,35,3,1250000,580,80,50,100,100,200,50,,1.8,175,3,1
379,Registeelレジスチル,Registeel,Iron Pokémon,"['Clear Body', 'Light Metal']",steel,,0.5,1,0.5,1,0.5,2,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,0.5,1,20480,35,3,1250000,580,80,75,150,75,150,50,,1.9,205,3,1
380,Latiasラティアス,Latias,Eon Pokémon,['Levitate'],dragon,psychic,2,2,2,0.5,2,0.5,0.5,1,2,0.5,1,2,1,1,0.5,1,1,0.5,30720,90,3,1250000,700,80,100,120,140,150,110,0,1.4,40,3,1
381,Latiosラティオス,Latios,Eon Pokémon,['Levitate'],dragon,psychic,2,2,2,0.5,2,0.5,0.5,1,2,0.5,1,2,1,1,0.5,1,1,0.5,30720,90,3,1250000,700,80,130,100,160,120,110,100,2,60,3,1
382,Kyogreカイオーガ,Kyogre,Sea Basin Pokémon,['Drizzle'],water,,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,30720,0,3,1250000,770,100,150,90,180,160,90,,4.5,352,3,1
383,Groudonグラードン,Groudon,Continent Pokémon,['Drought'],ground,,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,30720,0,3,1250000,770,100,180,160,150,90,90,,3.5,950,3,1
384,Rayquazaレックウザ,Rayquaza,Sky High Pokémon,['Air Lock'],dragon,flying,0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5,30720,0,45,1250000,780,105,180,100,180,100,115,,7,206.5,3,1
385,Jirachiジラーチ,Jirachi,Wish Pokémon,['Serene Grace'],steel,psychic,1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,30720,100,3,1250000,600,100,100,100,100,100,100,,0.3,1.1,3,1
386,Deoxysデオキシス,Deoxys,DNA Pokémon,['Pressure'],psychic,,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,30720,0,3,1250000,600,50,95,90,95,90,180,,1.7,60.8,3,1
387,Naetleナエトル,Turtwig,Tiny Leaf Pokémon,"['Overgrow', 'Shell Armor']",grass,,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,5120,70,45,1059860,318,55,68,64,45,55,31,88.1,0.4,10.2,4,0
388,Hayashigameハヤシガメ,Grotle,Grove Pokémon,"['Overgrow', 'Shell Armor']",grass,,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,5120,70,45,1059860,405,75,89,85,55,65,36,88.1,1.1,97,4,0
389,Dodaitoseドダイトス,Torterra,Continent Pokémon,"['Overgrow', 'Shell Armor']",grass,ground,2,1,1,0,1,1,2,2,1,1,0.5,4,1,1,1,0.5,1,1,5120,70,45,1059860,525,95,109,105,75,85,56,88.1,2.2,310,4,0
390,Hikozaruヒコザル,Chimchar,Chimp Pokémon,"['Blaze', 'Iron Fist']",fire,,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,5120,70,45,1059860,309,44,58,44,58,44,61,88.1,0.5,6.2,4,0
391,Moukazaruモウカザル,Monferno,Playful Pokémon,"['Blaze', 'Iron Fist']",fire,fighting,0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2,5120,70,45,1059860,405,64,78,52,78,52,81,88.1,0.9,22,4,0
392,Goukazaruゴウカザル,Infernape,Flame Pokémon,"['Blaze', 'Iron Fist']",fire,fighting,0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2,5120,70,45,1059860,534,76,104,71,104,71,108,88.1,1.2,55,4,0
393,Pochamaポッチャマ,Piplup,Penguin Pokémon,"['Torrent', 'Defiant']",water,,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,5120,70,45,1059860,314,53,51,53,61,56,40,88.1,0.4,5.2,4,0
394,Pottaishiポッタイシ,Prinplup,Penguin Pokémon,"['Torrent', 'Defiant']",water,,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,5120,70,45,1059860,405,64,66,68,81,76,50,88.1,0.8,23,4,0
395,Emperteエンペルト,Empoleon,Emperor Pokémon,"['Torrent', 'Defiant']",water,steel,0.5,1,0.5,2,0.5,2,1,0.5,1,1,2,0.25,0.5,0,0.5,0.5,0.25,0.5,5120,70,45,1059860,530,84,86,88,111,101,60,88.1,1.7,84.5,4,0
396,Mukkuruムックル,Starly,Starling Pokémon,"['Keen Eye', 'Reckless']",normal,flying,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,3840,70,255,1059860,245,40,55,30,30,30,60,50,0.3,2,4,0
397,Mukubirdムクバード,Staravia,Starling Pokémon,"['Intimidate', 'Reckless']",normal,flying,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,3840,70,120,1059860,340,55,75,50,40,40,80,50,0.6,15.5,4,0
398,Mukuhawkムクホーク,Staraptor,Predator Pokémon,"['Intimidate', 'Reckless']",normal,flying,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,3840,70,45,1059860,485,85,120,70,50,60,100,50,1.2,24.9,4,0
399,Bippaビッパ,Bidoof,Plump Mouse Pokémon,"['Simple', 'Unaware', 'Moody']",normal,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,3840,70,255,1000000,250,59,45,40,35,40,31,50,0.5,20,4,0
